"NOMS";"PRENOMS";"PHOTOS";"NATIONALITE";"Temps_L1";"Temps_L2";"Temps_N1";"Temps_N2";"Temps_N3";"Temps_Coupe_France";"Temps_Etranger_Jeunes";"Cartons_jaunes";"Dont_Second_jaunes";"Cartons_rouges";"Agent";"Valeur_Marchande";"URL_Profil";"Date_Naissance";"Position_Principale";"Forme_A";"Pied_Fort";"Taille";"Club_actuel";"Photo_Club";"Pays_Club_actuel";"Titu_25_26";"Nombre_Matchs_Equipe_25_26";"Pourcentage_titu_25_26";"Buts_25_26";"Passes_25_26";"Division_25_26";"Groupes_25_26";"Pays_25_26";"Titu_24_25";"Nombre_Matchs_Equipe_24_25";"Pourcentage_titu_24_25";"Buts_24_25";"Passes_24_25";"Division_24_25";"Groupes_24_25";"Pays_24_25";"Titu_23_24";"Nombre_Matchs_Equipe_23_24";"Pourcentage_titu_23_24";"Buts_23_24";"Passes_23_24";"Division_23_24";"Groupes_23_24";"Pays_23_24";"Titu_22_23";"Nombre_Matchs_Equipe_22_23";"Pourcentage_titu_22_23";"Buts_22_23";"Passes_22_23";"Division_22_23";"Groupes_22_23";"Pays_22_23";"Fin_contrat"
"Delboulle";"Léandre";"https://img.a.transfermarkt.technology/portrait/header/1215883-1777556013.jpg?lm=1";"";0;0;0;0;0;0;0;0;0;0;NA;"";"https://www.transfermarkt.fr/leandre-delboulle/profil/spieler/1215883";"11 déc. 2005 (20)";" / ";"";"";"1,93 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";0;34;0;0;0;"N2";"A";"France";0;32;0;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";0;1;0;0;0;"Division étrangère";"";"France";""
"Durimel";"Alexandre";"https://img.a.transfermarkt.technology/portrait/header/106229-1777557302.jpg?lm=1";"France";0;319;6633;8954;4064;1890;4442;27;0;5;"4Royal Spor ...";"";"https://www.transfermarkt.fr/alexandre-durimel/profil/spieler/106229";"16 mars 1990 (36)";" / ";"SC Amiens";"";"1,89 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";23;34;0,68;1;0;"N2";"A";"France";27;32;0,84;2;0;"N2";"B";"France";28;29;0,97;6;0;"N3";"VL";"France";20;27;0,74;3;1;"N3";"NA";"France";""
"Pogba";"Florentin";"https://img.a.transfermarkt.technology/portrait/header/140497-1777557272.jpg?lm=1";"Guinée";4818;12185;0;630;342;1590;10318;45;0;0;NA;"";"https://www.transfermarkt.fr/florentin-pogba/profil/spieler/140497";"19 août 1990 (35)";"Défenseur central / Arrière gauche";"Celta Vigo";"";"1,89 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";8;34;0,24;1;0;"N2";"A";"France";30;32;0,94;6;0;"Division étrangère";"";"Étranger";0;4;0;0;0;"Division étrangère";"";"Étranger";3;7;0,43;0;0;"L1";"";"Étranger";""
"M'Baka";"Sacha";"https://img.a.transfermarkt.technology/portrait/header/920223-1777557205.png?lm=1";"";0;0;0;1350;418;0;2306;3;0;0;"HBFC";"";"https://www.transfermarkt.fr/sacha-mbaka/profil/spieler/920223";"4 juin 2004 (21)";" / ";"";"";"1,89 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";15;15;1;0;0;"N2";"A";"France";0;2;0;0;0;"Division étrangère";"";"Étranger";0;2;0;0;0;"L2";"";"Étranger";9;54;0,17;0;0;"N3";"BR";"France";""
"Soilihi";"Ben";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;2668;6193;734;0;28;0;1;NA;"";"https://www.transfermarkt.fr/ben-soilihi-aboubacar/profil/spieler/872207";"29 mars 1997 (29)";" / ";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";10;29;0,34;0;0;"N2";"A";"France";24;32;0,75;0;0;"N2";"B";"France";24;29;0,83;0;0;"N3";"VL";"France";16;26;0,62;0;0;"N3";"NA";"France";""
"Marchegay";"Angel";"https://img.a.transfermarkt.technology/portrait/header/1074651-1777557143.jpg?lm=1";"";0;0;0;3317;2739;737;0;13;1;1;"TILL I SHINE";"";"https://www.transfermarkt.fr/angel-marchegay/profil/spieler/1074651";"7 juin 2002 (23)";" / ";"";"";"1,76 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";24;34;0,71;1;1;"N2";"A";"France";16;32;0,5;0;1;"N2";"B";"France";24;29;0,83;0;0;"N3";"VL";"France";10;27;0,37;0;1;"N3";"NA";"France";""
"Jean-Etienne";"Cédric";"https://img.a.transfermarkt.technology/portrait/header/467336-1777557115.jpg?lm=1";"France";0;0;5718;9708;8379;2675;0;65;0;2;NA;"";"https://www.transfermarkt.fr/cedric-jean-etienne/profil/spieler/467336";"19 juin 1991 (34)";"Arrière droit / Arrière gauche";"";"";"1,78 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";21;34;0,62;0;0;"N2";"A";"France";18;32;0,56;2;1;"N2";"B";"France";24;29;0,83;5;0;"N3";"VL";"France";21;27;0,78;1;0;"N3";"NA";"France";""
"Cachenaut";"Benoît";"https://img.a.transfermarkt.technology/portrait/header/702717-1777556790.jpg?lm=1";"";0;0;0;2980;5271;411;1626;24;2;0;NA;"";"https://www.transfermarkt.fr/benoit-cachenaut/profil/spieler/702717";"3 juin 1998 (27)";"Arrière droit / Ailier gauche";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";17;34;0,5;2;0;"N2";"A";"France";19;32;0,59;2;3;"N2";"B";"France";20;29;0,69;3;0;"N3";"VL";"France";15;27;0,56;3;0;"N3";"NA";"France";""
"Bokhari";"Laïd";"https://img.a.transfermarkt.technology/portrait/header/1092470-1677229739.jpg?lm=1";"France";0;0;0;613;2519;335;270;6;0;1;"pas d'agent";"";"https://www.transfermarkt.fr/laid-bokhari/profil/spieler/1092470";"29 oct. 2001 (24)";"Arrière droit / Arrière gauche";"US Orléans";"";"1,78 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";0;0;0;0;0;"";"";"";8;34;0,24;1;1;"N2";"B";"France";8;16;0,5;4;0;"N3";"VL";"France";0;0;0;0;0;"";"";"";""
"Dabo";"Diaguely";"https://img.a.transfermarkt.technology/portrait/header/205522-1777556528.jpg?lm=1";"France";0;0;6351;13052;1534;1353;859;55;5;1;"RT Management & ...";"";"https://www.transfermarkt.fr/diaguely-dabo/profil/spieler/205522";"26 août 1992 (33)";"Milieu défensif / Milieu central";"FC Lorient";"";"1,89 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";15;34;0,44;0;0;"N2";"A";"France";17;29;0,59;1;1;"N3";"GE";"France";22;29;0,76;1;0;"N2";"A";"France";27;31;0,87;0;1;"N2";"C";"France";""
"Caumet";"Romain";"https://img.a.transfermarkt.technology/portrait/header/564126-1777556519.jpg?lm=1";"France";0;0;1349;8437;2620;765;360;45;2;0;NA;"";"https://www.transfermarkt.fr/romain-caumet/profil/spieler/564126";"13 avr. 1999 (27)";" / ";"Montpellier HSC";"";"1,77 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";30;34;0,88;0;0;"N2";"A";"France";14;30;0,47;1;0;"N2";"A";"France";9;34;0,26;0;1;"N1/L3";"";"France";24;31;0,77;1;0;"N2";"A";"France";""
"Meriguet";"Brian";"https://img.a.transfermarkt.technology/portrait/header/967686-1777556505.jpg?lm=1";"";0;0;0;3521;2513;681;0;18;1;1;"442 agency";"";"https://www.transfermarkt.fr/brian-meriguet/profil/spieler/967686";"16 août 1999 (26)";"Milieu défensif / Défenseur central";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";25;34;0,74;0;0;"N2";"A";"France";21;32;0,66;0;0;"N2";"B";"France";14;29;0,48;1;0;"N3";"VL";"France";11;27;0,41;2;0;"N3";"NA";"France";""
"Diarra";"Youssouf";"https://img.a.transfermarkt.technology/portrait/header/1052911-1777556496.jpg?lm=1";"Côte d'Ivoire";0;0;0;755;4218;135;2548;21;0;1;"CSM Agency";"";"https://www.transfermarkt.fr/youssouf-diarra/profil/spieler/1052911";"19 oct. 2000 (25)";"Milieu défensif / Milieu central";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";7;34;0,21;0;0;"N2";"A";"France";30;31;0,97;0;0;"Division étrangère";"";"Étranger";21;27;0,78;1;0;"N3";"VL";"France";21;26;0,81;1;0;"N3";"VL";"France";""
"Kibundu";"Yvan";"https://img.a.transfermarkt.technology/portrait/header/98280-1777555880.jpg?lm=1";"France";0;68;2096;17227;3932;1173;90;55;2;4;NA;"";"https://www.transfermarkt.fr/yvan-kibundu/profil/spieler/98280";"26 mars 1989 (37)";"Milieu défensif / Milieu central";"";"";"1,77 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";18;34;0,53;0;1;"N2";"A";"France";19;32;0,59;1;0;"N2";"B";"France";17;29;0,59;1;0;"N3";"VL";"France";8;27;0,3;0;0;"N3";"NA";"France";""
"Da";"Hugo";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;1469;2049;311;0;4;0;0;NA;"";"https://www.transfermarkt.fr/hugo-da-silva/profil/spieler/1102694";"3 déc. 2002 (23)";" / ";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";6;31;0,19;0;0;"N2";"A";"France";13;32;0,41;0;0;"N2";"B";"France";13;29;0,45;1;0;"N3";"VL";"France";8;27;0,3;0;0;"N3";"NA";"France";""
"Franco";"Lucas";"https://img.a.transfermarkt.technology/portrait/header/315046-1777556398.jpg?lm=1";"France";0;0;0;11103;9878;2484;0;65;1;1;NA;"";"https://www.transfermarkt.fr/lucas-franco/profil/spieler/315046";"16 oct. 1991 (34)";" / ";"Montluçon Football";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";20;34;0,59;6;2;"N2";"A";"France";27;28;0,96;8;4;"N3";"BF";"France";28;29;0,97;5;0;"N2";"A";"France";19;31;0,61;1;1;"N2";"C";"France";""
"Faucher";"Ludovic";"https://img.a.transfermarkt.technology/portrait/header/820386-1777556387.jpg?lm=1";"France";0;0;0;9315;2656;1066;0;14;0;0;"Talent Sport ...";"";"https://www.transfermarkt.fr/ludovic-faucher/profil/spieler/820386";"10 mars 1998 (28)";"Milieu offensif / Ailier gauche";"FC Nantes";"";"1,74 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";24;34;0,71;1;2;"N2";"A";"France";23;30;0,77;1;0;"N2";"A";"France";16;29;0,55;1;0;"N2";"D";"France";21;33;0,64;2;1;"N2";"C";"France";""
"Camara";"Ismaël";"https://img.a.transfermarkt.technology/portrait/header/526782-1777556193.png?lm=1";"Guinée";0;233;3191;3788;0;613;82;11;0;1;"H2C Sport Consulting";"";"https://www.transfermarkt.fr/ismael-camara/profil/spieler/526782";"11 nov. 2000 (25)";"Ailier droit / Avant-centre";"Red Star FC";"";"1,78 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";17;30;0,57;0;0;"N2";"A";"France";13;34;0,38;2;0;"N1/L3";"";"France";24;38;0,63;6;1;"N1/L3";"";"France";13;32;0,41;7;1;"N2";"B";"France";""
"Mbati";"Johane";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Cameroun";0;0;0;2932;4295;522;0;10;0;0;NA;"";"https://www.transfermarkt.fr/johane-mbati-kaine/profil/spieler/1027762";"24 janv. 1997 (29)";"Ailier droit / Avant-centre";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";6;34;0,18;3;0;"N2";"A";"France";27;32;0,84;4;0;"N2";"B";"France";26;29;0,9;7;0;"N3";"VL";"France";26;26;1;7;3;"N3";"NA";"France";""
"Diakhaby";"Mamadou";"https://img.a.transfermarkt.technology/portrait/header/1169928-1777556203.jpg?lm=1";"France";0;0;0;363;70;63;2457;1;0;0;NA;"";"https://www.transfermarkt.fr/mamadou-diakhaby/profil/spieler/1169928";"28 oct. 2006 (19)";"Ailier droit / Ailier gauche";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";1;34;0,03;1;0;"N2";"A";"France";13;42;0,31;2;0;"N3";"NA";"France";18;41;0,44;3;0;"N2";"B";"France";0;1;0;0;0;"U19 NAT";"C";"France";""
"Macalou";"Makan";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;234;765;7567;185;301;13;1;2;NA;"";"https://www.transfermarkt.fr/makan-macalou/profil/spieler/526422";"7 févr. 1996 (30)";" / ";"SC Amiens";"";"1,85 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";26;29;0,9;17;0;"N3";"VL";"France";7;24;0,29;3;0;"N3";"NA";"France";""
"Boissy";"Olivier";"https://img.a.transfermarkt.technology/portrait/header/548654-1548355960.jpg?lm=1";"Sénégal";0;159;0;3115;0;580;653;4;0;1;"MDC Advisors";"";"https://www.transfermarkt.fr/olivier-boissy/profil/spieler/548654";"22 janv. 1999 (27)";" / ";"Hapoel Petah Tikva";"";"1,91 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";4;34;0,12;1;0;"N2";"A";"France";16;35;0,46;9;0;"N2";"B";"France";10;12;0,83;5;0;"N2";"B";"France";11;38;0,29;2;0;"N2";"A";"France";""
"Baana";"Wilfried";"https://img.a.transfermarkt.technology/portrait/header/775341-1777556212.jpg?lm=1";"France";0;0;1724;8295;5650;1301;0;15;0;1;"pas d'agent";"";"https://www.transfermarkt.fr/wilfried-baana-jaba/profil/spieler/775341";"29 août 1992 (33)";"Avant-centre / Ailier droit";"";"";"1,78 m";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";9;34;0,26;5;1;"N2";"A";"France";21;30;0,7;14;4;"N3";"BF";"France";21;29;0,72;6;0;"N2";"A";"France";14;33;0,42;5;0;"N2";"C";"France";""
"Grégoire";"Clément";"https://img.a.transfermarkt.technology/portrait/header/897547-1774023208.jpg?lm=1";"";0;0;0;2999;6731;499;0;9;0;0;NA;"";"https://www.transfermarkt.fr/clement-gregoire/profil/spieler/897547";"12 sept. 1998 (27)";"Avant-centre / Ailier gauche";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";19;32;0,59;6;0;"N2";"A";"France";26;32;0,81;7;1;"N2";"B";"France";27;29;0,93;8;0;"N3";"VL";"France";23;26;0,88;5;1;"N3";"NA";"France";""
"Panelle";"Ansley";"https://img.a.transfermarkt.technology/portrait/header/1032065-1777556235.jpg?lm=1";"Guyane Française";0;0;0;1630;794;244;80;5;0;0;NA;"";"https://www.transfermarkt.fr/ansley-panelle/profil/spieler/1032065";"10 juin 2000 (25)";" / ";"";"";"";"Stade Poitevin";"https://tmssl.akamaized.net//images/wappen/normquad/30293.png?lm=1765921190";"France";17;34;0,5;7;0;"N2";"A";"France";4;8;0,5;2;1;"N2";"B";"France";0;1;0;0;0;"Division étrangère";"";"France";0;15;0;0;0;"N3";"NA";"France";""
"Herbin";"Anthony";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;1881;6214;630;270;0;9;0;1;NA;"";"https://www.transfermarkt.fr/anthony-herbin/profil/spieler/798917";"19 mai 1999 (26)";" / ";"LOSC Lille";"";"1,88 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";25;34;0,74;1;0;"N2";"A";"France";26;33;0,79;0;0;"N2";"A";"France";21;36;0,58;0;0;"N1/L3";"";"France";9;48;0,19;0;0;"N2";"C";"France";""
"Bouteloup";"Mathieu";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;0;0;0;2700;2;0;0;NA;"";"https://www.transfermarkt.fr/mathieu-bouteloup/profil/spieler/1004663";"4 mai 2004 (22)";" / ";"US Avranches Mont-Saint-Michel";"";"";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";0;34;0;0;0;"N2";"A";"France";0;30;0;0;0;"N2";"B";"France";0;10;0;0;0;"N1/L3";"";"France";26;40;0,65;0;0;"U19 NAT";"C";"France";""
"Hubert";"Isaia";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1562;360;270;0;3;0;0;"CABINET OLYMPI.NET";"";"https://www.transfermarkt.fr/isaia-hubert/profil/spieler/941271";"17 août 2002 (23)";" / ";"";"";"1,88 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";9;34;0,26;0;0;"N2";"A";"France";4;34;0,12;0;0;"N2";"B";"France";7;31;0,23;0;0;"N2";"C";"France";0;26;0;0;0;"N3";"BR";"France";""
"Lemeray";"Mathis";"https://img.a.transfermarkt.technology/portrait/header/889835-1669140748.png?lm=1";"France";0;0;5803;2520;1656;900;1726;39;0;1;"BS & PARTNERS";"";"https://www.transfermarkt.fr/mathis-lemeray/profil/spieler/889835";"25 sept. 2001 (24)";" / ";"US Avranches";"";"1,86 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";32;34;0,94;0;0;"N2";"A";"France";19;26;0,73;0;0;"L2";"";"Étranger";26;36;0,72;0;0;"N1/L3";"";"France";32;48;0,67;1;2;"N1/L3";"";"France";""
"Mouniama";"Pierrick";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;10596;389;374;360;21;2;0;NA;"";"https://www.transfermarkt.fr/pierrick-mouniama/profil/spieler/704153";"21 janv. 2001 (25)";"Défenseur central / Milieu défensif";"SM Caen";"";"1,83 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";24;34;0,71;3;1;"N2";"A";"France";28;32;0,88;0;0;"N2";"B";"France";21;27;0,78;1;0;"N2";"B";"France";26;30;0,87;0;0;"N2";"A";"France";""
"Curtius";"Joshua";"https://img.a.transfermarkt.technology/portrait/header/804828-1765586167.jpg?lm=1";"";0;0;0;3760;12995;1230;0;25;0;1;NA;"";"https://www.transfermarkt.fr/joshua-curtius/profil/spieler/804828";"21 avr. 1996 (30)";"Défenseur central / Milieu défensif";"";"";"1,88 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";23;32;0,72;0;0;"N2";"A";"France";28;29;0,97;2;0;"N3";"NA";"France";29;30;0,97;3;0;"N3";"BR";"France";23;29;0,79;2;0;"N3";"BR";"France";""
"Emmanuelli";"Théo";"https://img.a.transfermarkt.technology/portrait/header/830255-1629978841.jpg?lm=1";"France";0;0;1272;2648;3124;535;0;10;1;1;NA;"";"https://www.transfermarkt.fr/theo-emmanuelli/profil/spieler/830255";"31 janv. 2000 (26)";"Arrière gauche / Défenseur central";"Toulouse FC";"";"1,80 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";24;34;0,71;1;1;"N2";"A";"France";12;33;0,36;0;1;"N2";"B";"France";8;37;0,22;1;1;"N1/L3";"";"France";4;38;0,11;1;0;"N1/L3";"";"France";""
"Diarra";"Diakari";"https://img.a.transfermarkt.technology/portrait/header/663353-1692879752.jpg?lm=1";"France";0;0;2692;9145;3879;1148;0;25;0;1;NA;"";"https://www.transfermarkt.fr/diakari-diarra/profil/spieler/663353";"24 mars 1993 (33)";"Arrière gauche / Défenseur central";"CS Brétigny";"";"1,78 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";33;34;0,97;3;0;"N2";"A";"France";6;33;0,18;0;0;"N2";"C";"France";24;26;0,92;3;0;"N2";"C";"France";32;33;0,97;2;1;"N2";"A";"France";""
"Caprice";"Amay";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;3949;2496;249;1371;9;0;0;"MASALA FOOTBALL ...";"";"https://www.transfermarkt.fr/amay-caprice/profil/spieler/743494";"21 août 2004 (21)";"Arrière droit / Milieu droit";"Olympique de Marseille";"";"1,75 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";19;31;0,61;1;0;"N2";"A";"France";9;19;0,47;2;0;"N2";"A";"France";17;76;0,22;6;0;"L1";"";"France";19;101;0,19;1;2;"L1";"";"France";""
"Lemarié";"Sacha";"https://img.a.transfermarkt.technology/portrait/header/797110-1656618786.png?lm=1";"France";0;0;0;8802;6122;152;0;23;0;1;NA;"";"https://www.transfermarkt.fr/sacha-lemarie/profil/spieler/797110";"30 oct. 1997 (28)";"Arrière droit / Milieu droit";"";"";"1,74 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";11;34;0,32;0;0;"N2";"A";"France";27;30;0,9;0;0;"N2";"B";"France";22;26;0,85;0;0;"N2";"C";"France";15;41;0,37;0;1;"N2";"A";"France";""
"Ramos";"Allan";"https://img.a.transfermarkt.technology/portrait/header/796948-1656619095.png?lm=1";"France";0;0;0;9236;4265;360;90;28;0;1;NA;"";"https://www.transfermarkt.fr/allan-ramos/profil/spieler/796948";"15 déc. 1997 (28)";"Milieu défensif / Défenseur central";"Tours FC";"";"";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";16;31;0,52;1;1;"N2";"A";"France";7;35;0,2;2;0;"N2";"B";"France";26;27;0,96;2;0;"N2";"B";"France";30;34;0,88;0;0;"N2";"B";"France";""
"Mefouma";"Franck";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;326;1305;90;510;4;0;1;NA;"";"https://www.transfermarkt.fr/franck-mefouma/profil/spieler/990784";"24 févr. 2005 (21)";"Milieu défensif / Milieu central";"";"";"";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";2;34;0,06;0;0;"N2";"A";"France";16;24;0,67;1;0;"N3";"PL";"France";0;0;0;0;0;"";"";"";4;28;0,14;1;0;"U19 NAT";"A";"France";""
"Masevo";"Noé";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4276;2667;399;522;5;0;1;NA;"";"https://www.transfermarkt.fr/noe-masevo-muanda/profil/spieler/946852";"7 nov. 2001 (24)";"Milieu central / Milieu défensif";"";"";"1,83 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";1;17;0,06;0;1;"N2";"A";"France";16;26;0,62;2;2;"N2";"C";"France";14;31;0,45;8;1;"N2";"C";"France";22;31;0,71;8;1;"N2";"A";"France";""
"Lepenant";"Tom";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1408;146;238;1633;8;0;0;NA;"";"https://www.transfermarkt.fr/tom-lepenant/profil/spieler/1125815";"9 juil. 2005 (20)";" / ";"SM Caen";"";"1,70 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";18;34;0,53;1;0;"N2";"A";"France";1;26;0,04;0;0;"N3";"PL";"France";18;30;0,6;1;1;"U19 NAT";"A";"France";3;33;0,09;1;0;"N2";"A";"France";""
"Sidibé";"Makan";"https://img.a.transfermarkt.technology/portrait/header/806303-1692873053.png?lm=1";"France";0;0;2201;4425;0;808;0;14;0;0;"Kp Management";"";"https://www.transfermarkt.fr/makan-sidibe/profil/spieler/806303";"19 juil. 1999 (26)";"Milieu gauche / Ailier gauche";"FC Lorient";"";"1,72 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";16;34;0,47;2;1;"N2";"A";"France";8;33;0,24;2;0;"N2";"B";"France";7;19;0,37;1;0;"N1/L3";"";"France";0;37;0;0;0;"N1/L3";"";"France";""
"Hamard";"Sofiane";"https://img.a.transfermarkt.technology/portrait/header/526478-1692880091.jpg?lm=1";"France";0;0;99;9162;4590;486;0;30;0;2;NA;"";"https://www.transfermarkt.fr/sofiane-hamard/profil/spieler/526478";"6 oct. 1997 (28)";" / ";"";"";"1,80 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";28;34;0,82;4;1;"N2";"A";"France";20;30;0,67;3;1;"N2";"B";"France";20;26;0,77;6;0;"N2";"C";"France";23;33;0,7;5;2;"N2";"A";"France";""
"Silvestre";"Kylian";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;6973;323;216;2055;14;0;1;"MGM TALENTS";"";"https://www.transfermarkt.fr/kylian-silvestre/profil/spieler/806167";"16 août 2002 (23)";"Ailier droit / Ailier gauche";"";"";"1,83 m";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";24;36;0,67;7;2;"N2";"A";"France";15;54;0,28;4;0;"L2";"";"Étranger";17;67;0,25;4;0;"N2";"D";"France";20;51;0,39;4;0;"L1";"";"France";""
"Djédjé";"Yves";"https://img.a.transfermarkt.technology/portrait/header/804209-1705321359.png?lm=1";"Côte d'Ivoire";0;0;0;7278;1455;641;0;12;1;0;NA;"";"https://www.transfermarkt.fr/yves-djedje/profil/spieler/804209";"30 mai 1998 (27)";"Ailier droit / Ailier gauche";"CS Villetaneuse";"";"";"US Granville";"https://tmssl.akamaized.net//images/wappen/normquad/41128.png?lm=1482788988";"France";11;34;0,32;1;2;"N2";"A";"France";23;30;0,77;2;4;"N2";"B";"France";13;32;0,41;1;1;"N2";"C";"France";20;31;0,65;3;4;"N2";"A";"France";""
